site.date,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla_mgL,chla_ug_cm2,notes
Mabton_fall_2018,E4,NSi,1,0,1,glass,-2.591997629,2.170314981,1.176942947,3.033764698,
Mabton_fall_2018,E5,Si,0,0,1,cellulose,0,2.426394605,,,
Mabton_fall_2018,E6,NSi,1,0,1,glass,-2.591997629,3.16606462,1.485062679,3.827994161,
Mabton_fall_2018,E7,Si,0,0,1,glass,-13.28784571,8.965290597,1.1688616,3.012933693,
Mabton_fall_2018,E8,P,0,1,0,glass,-20.94866755,5.961501837,0.805725687,2.076890941,
Mabton_fall_2018,F1,PSi,0,1,1,cellulose,-23.43831532,6.115008659,,,
Mabton_fall_2018,F2,NPSi,1,1,1,cellulose,-21.00053521,0,,,
Mabton_fall_2018,F3,NP,1,1,0,glass,-10.73073816,5.018817166,0.88607046,2.283992854,
Mabton_fall_2018,F4,NPSi,1,1,1,glass,-15.50256305,2.724004583,1.217834368,3.139169086,
Mabton_fall_2018,F5,control,0,0,0,glass,-22.33500691,4.841294962,1.192955275,3.075039115,
Mabton_fall_2018,F6,control,0,0,0,glass,-24.76873676,9.300333516,1.238285678,3.191885711,
Mabton_fall_2018,F7,N,1,0,0,glass,-25.22294709,7.345880067,1.492668934,3.84760054,
Mabton_fall_2018,F8,NSi,1,0,1,cellulose,-5.077485168,4.879909544,,,
Mabton_fall_2018,G1,control,0,0,0,glass,-23.7028404,2.83221279,0.998903781,2.574839362,
Mabton_fall_2018,G2,NP,1,1,0,cellulose,-12.41099426,0,,,
Mabton_fall_2018,G3,NSi,1,0,1,glass,-15.90848388,2.496052895,0.801884968,2.066990854,
Mabton_fall_2018,G4,control,0,0,0,cellulose,-22.89731989,0,,,
Mabton_fall_2018,G5,N,1,0,0,glass,-22.71216805,3.6870614,1.273464809,3.282565729,
Mabton_fall_2018,G6,NSi,1,0,1,glass,-7.048134161,3.938033957,0.73887382,1.90456922,
Mabton_fall_2018,G7,N,1,0,0,glass,-23.78442594,4.067868339,0.996197202,2.567862707,
Mabton_fall_2018,G8,Si,0,0,1,glass,-13.54844889,7.248245776,1.070207427,2.758636279,
Mabton_fall_2018,H1,N,1,0,0,cellulose,-22.74588203,0,,,
Mabton_fall_2018,H2,PSi,0,1,1,cellulose,-19.87500695,0,,,
Mabton_fall_2018,H3,NPSi,1,1,1,glass,-19.93251807,1.562008767,1.556611069,4.012421945,
Mabton_fall_2018,H4,PSi,0,1,1,glass,-21.85847201,0.025222514,1.034318058,2.666125508,
Mabton_fall_2018,H5,NPSi,1,1,1,cellulose,-18.22055902,0,,,
Mabton_fall_2018,H6,NPSi,1,1,1,glass,-15.39023818,0,1.466721285,3.780716192,
Mabton_fall_2018,H7,NP,1,1,0,cellulose,-14.26582244,0,,,
Mabton_fall_2018,H8,PSi,0,1,1,glass,-20.23127716,1.682309544,0.767933138,1.979474408,
Mabton_fall_2018,I1,NSi,1,0,1,glass,-11.67588222,4.17207064,0.658909542,1.698448097,
Mabton_fall_2018,I2,NP,1,1,0,cellulose,-14.3123367,0,,,
Mabton_fall_2018,I3,P,0,1,0,cellulose,-21.60302448,0,,,
Mabton_fall_2018,I4,PSi,0,1,1,glass,-19.12361742,0,1.651182978,4.256196651,
Mabton_fall_2018,I5,P,0,1,0,glass,-23.86126303,0.965040124,1.554944251,4.008125448,
Mabton_fall_2018,I6,NSi,1,0,1,cellulose,-7.627089414,4.957292569,,,
Mabton_fall_2018,I7,NPSi,1,1,1,glass,-19.98929222,4.449878159,1.541526529,3.973539053,
Mabton_fall_2018,I8,PSi,0,1,1,cellulose,-18.11467613,0,,,
Mabton_fall_2018,J1,Si,0,0,1,cellulose,-10.55228438,8.462491769,,,
Mabton_fall_2018,J2,Si,0,0,1,glass,-19.41548848,5.795016098,1.297864013,3.345458704,
Mabton_fall_2018,J3,Si,0,0,1,glass,-13.40754476,6.705270358,1.164291449,3.001153373,
Mabton_fall_2018,J4,NP,1,1,0,glass,-16.12205287,4.994154593,1.130891109,2.915058485,
Mabton_fall_2018,J5,N,1,0,0,cellulose,-23.97625707,0,,,
Mabton_fall_2018,J6,control,0,0,0,cellulose,-24.62231598,0,,,
Mabton_fall_2018,J7,PSi,0,1,1,cellulose,-25.52429737,0,,,
Mabton_fall_2018,J8,P,0,1,0,cellulose,-21.28599665,0,,,
