id,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla,cr.nrr,gpp.nrr
22,C6,N+P+Si,1,1,1,sponge,-10.79998449,5.900352609,0,,
40,E8,N+P+Si,1,1,1,glass,-3.96458648,5.072503523,0.254608719,,
50,G2,N+P+Si,1,1,1,sponge,-12.16875552,5.382456753,0,,
57,H1,N+P+Si,1,1,1,glass,-4.950579988,5.452133858,0.318913743,,
75,J3,N+P+Si,1,1,1,glass,-5.532866219,4.62539659,0.293651314,,
2,A2,N+Si,1,0,1,sponge,-2.611118946,2.950298154,0,,
10,B2,N+Si,1,0,1,sponge,-5.952821096,11.45759577,0,,
19,C3,N+Si,1,0,1,sponge,-3.549193055,3.35926929,0,,
30,D6,N+Si,1,0,1,sponge,-10.10802288,4.252896087,0,,
31,D7,N+Si,1,0,1,glass,-1.743497937,2.611250435,0.070269948,,
36,E4,N+Si,1,0,1,glass,-1.270925906,2.334241319,0.067033641,,
38,E6,N+Si,1,0,1,glass,-1.6223524,2.901017092,0.102318092,,
47,F7,N+Si,1,0,1,sponge,-2.027041155,2.437606988,0,,
49,G1,N+Si,1,0,1,glass,-1.295742538,3.365504378,0.069146407,,
62,H6,N+Si,1,0,1,glass,-1.75853432,3.345341071,0.095015076,,
9,B1,P,0,1,0,sponge,-9.659475459,4.578636644,0,,
11,B3,P,0,1,0,glass,-3.766845446,2.882446263,0.076378635,,
35,E3,P,0,1,0,sponge,-5.147060915,4.728025036,0,,
39,E7,P,0,1,0,sponge,-10.95865253,5.304241774,0,,
43,F3,P,0,1,0,glass,,,,,
55,G7,P,0,1,0,glass,-3.701067501,3.331074593,0.106336703,,
58,H2,P,0,1,0,sponge,-13.84134192,0,0,,
59,H3,P,0,1,0,glass,-5.812927198,5.036544478,0.314391445,,
64,H8,P,0,1,0,glass,-6.112763911,4.719968688,0.318577952,,
80,J8,P,0,1,0,sponge,-11.61585736,9.234856042,0,,
1,A1,P+Si,0,1,1,glass,-2.163205977,3.230401558,0.306295234,,
3,A3,P+Si,0,1,1,glass,-2.307380495,3.760835411,0.295887506,,
24,C8,P+Si,0,1,1,sponge,-11.59529733,5.886201376,0,,
25,D1,P+Si,0,1,1,sponge,-8.994178522,5.500199762,0,,
26,D2,P+Si,0,1,1,sponge,-14.45911765,4.059725061,0,,
34,E2,P+Si,0,1,1,glass,-3.314212487,2.931220237,0.204340696,,
67,I3,P+Si,0,1,1,glass,-5.139498322,4.863771914,0.29883612,,
69,I5,P+Si,0,1,1,sponge,-17.16564172,6.597093149,0,,
73,J1,P+Si,0,1,1,sponge,,,,,
77,J5,P+Si,0,1,1,glass,-4.499166517,4.931271148,0.227220819,,
4,A4,Si,0,0,1,glass,-3.041212592,3.472420186,0.567134623,,
6,A6,Si,0,0,1,glass,-2.341209153,0.607868071,0.444200362,,
8,A8,Si,0,0,1,sponge,-8.058971793,3.57466107,0,,
48,F8,Si,0,0,1,glass,-1.942084386,4.187162204,0.257113544,,
51,G3,Si,0,0,1,sponge,-3.805823517,3.63553318,0,,
60,H4,Si,0,0,1,sponge,-7.944931811,0.645079158,0,,
65,I1,Si,0,0,1,glass,-3.876823103,4.576302435,0.349422691,,
68,I4,Si,0,0,1,sponge,-7.388289364,5.393816598,0,,
78,J6,Si,0,0,1,sponge,-7.695173892,3.397136746,0,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
