nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla_mgL,chla_ug_cm2,Notes,cr.nrr,chla.nrr,gpp.nrr,site.date,gpp.es,cr.es,chla.es
D6,NP,1,1,0,sponge,-15.16411665,0,NA,NA,redeployed,0.701587412589677,NA,NA,cen_lan_summer,NA,-0.354409779091837,NA
D8,Si,0,0,1,sponge,-5.246488424,0,NA,NA,,0.242735552853707,NA,NA,cen_lan_summer,NA,-1.4157826880876,NA
E2,NSi,1,0,1,sponge,-15.45404429,11.81101499,NA,NA,,0.715001288747497,NA,NA,cen_lan_summer,NA,-0.335470933845702,NA
E5,Si,0,0,1,sponge,-12.55086621,5.828634542,NA,NA,,0.58068201091246,NA,NA,cen_lan_summer,NA,-0.543551985364563,NA
F1,PSi,0,1,1,sponge,-14.66012327,5.344842587,NA,NA,,0.678269508909708,NA,NA,cen_lan_summer,NA,-0.388210564259698,NA
F2,NPSi,1,1,1,sponge,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
F8,NSi,1,0,1,sponge,-17.11800529,0,NA,NA,,0.791986590271152,NA,NA,cen_lan_summer,NA,-0.233210818786868,NA
G2,NP,1,1,0,sponge,-16.79282808,3.065411018,NA,NA,,0.776941847299129,NA,NA,cen_lan_summer,NA,-0.2523897740162,NA
G4,control,0,0,0,sponge,-16.49002367,0.900913858,NA,NA,,0.762932210771264,NA,NA,cen_lan_summer,NA,-0.270586097291786,NA
H1,N,1,0,0,sponge,-18.03143311,21.43207924,NA,NA,,0.834247506327956,NA,NA,cen_lan_summer,NA,-0.181225150473544,NA
H2,PSi,0,1,1,sponge,-16.04565338,7.936917643,NA,NA,,0.742372846240603,NA,NA,cen_lan_summer,NA,-0.297903673824791,NA
H5,NPSi,1,1,1,sponge,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
H7,NP,1,1,0,sponge,-26.42355118,10.228112,NA,NA,,1.22251967138535,NA,NA,cen_lan_summer,NA,0.20091403335019,NA
I2,NP,1,1,0,sponge,-24.55194993,5.350973251,NA,NA,,1.13592762592076,NA,NA,cen_lan_summer,NA,0.127449608692625,NA
I6,NSi,1,0,1,sponge,-21.50577616,1.040349999,NA,NA,,0.994992468079383,NA,NA,cen_lan_summer,NA,-0.00502011162165932,NA
I8,PSi,0,1,1,sponge,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
J1,Si,0,0,1,sponge,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
J5,N,1,0,0,sponge,-23.11781242,13.7884422,NA,NA,,1.06957540454434,NA,NA,cen_lan_summer,NA,0.0672617515377851,NA
J6,control,0,0,0,sponge,-21.90262719,8.985581301,NA,NA,,1.01335329276489,NA,NA,cen_lan_summer,NA,0.0132649233634999,NA
J7,PSi,0,1,1,sponge,-19.66657691,5.638348134,NA,NA,,0.909899542930698,NA,NA,cen_lan_summer,NA,-0.094421077948777,NA
J8,P,0,1,0,sponge,-19.41439079,6.190811686,NA,NA,,0.898231826867473,NA,NA,cen_lan_summer,NA,-0.107327084902081,NA
rA2,P,0,1,0,sponge,-2.407397619,4.549610867,NA,NA,,0.111381355444055,NA,NA,cen_lan_summer,NA,-2.19479533134847,NA
rA5,P,0,1,0,sponge,-10.48147459,0,NA,NA,,0.484938938907632,NA,NA,cen_lan_summer,NA,-0.723732295130141,NA
rB4,N,1,0,0,sponge,-15.58734642,0,NA,NA,,0.721168683699539,NA,NA,cen_lan_summer,NA,-0.326882211086691,NA
rB6,N,1,0,0,sponge,-17.88336941,0,NA,NA,,0.827397148303214,NA,NA,cen_lan_summer,NA,-0.189470471536528,NA
rI3,P,0,1,0,sponge,-20.40781871,0,NA,NA,,0.944194050719605,NA,NA,cen_lan_summer,NA,-0.0574235717586795,NA
A3,PSi,0,1,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
A4,NP,1,1,0,glass,-18.23276783,15.66745936,0.00153744,0.396300678,,NA,0.223313530984911,4.61074644698651,cen_lan_summer,1.52838976298709,NA,-1.49917852642815
B3,N,1,0,0,glass,-15.50211519,22.52082411,0.016167525,4.167447274,,NA,2.34833654750997,6.62760996294619,cen_lan_summer,1.89124425096285,NA,0.85370722538705
B5,control,0,0,0,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
B8,PSi,0,1,1,glass,-12.39177753,5.045938343,0.009926444,2.558705387,,NA,1.44181821137607,1.48495947888645,cen_lan_summer,0.395387484937215,NA,0.365904963908756
C2,P,0,1,0,glass,-13.41779087,8.504590598,0.009472324,2.441648475,,NA,1.37585720299013,2.50279959129272,cen_lan_summer,0.917409941842043,NA,0.31907695722925
C3,NPSi,1,1,1,glass,-21.13542416,12.62479315,0.013335886,3.437545538,,NA,1.9370404206379,3.7153260667722,cen_lan_summer,1.31246644464712,NA,0.661161251857055
C5,P,0,1,0,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
C7,P,0,1,0,glass,-23.44996304,13.63656589,0.015397317,3.968913573,,NA,2.23646375936952,4.01307871823418,cen_lan_summer,1.38955870689956,NA,0.804895939587564
D2,NP,1,1,0,glass,-25.02240735,13.41194193,0.008272008,2.132246965,,NA,1.2015109363149,3.94697456556459,cen_lan_summer,1.3729493526682,NA,0.183579878370939
D5,N,1,0,0,glass,-15.77340349,2.584846846,0.007624332,1.96529789,,NA,1.1074359334129,0.760689601124887,cen_lan_summer,-0.273529887211813,NA,0.10204737332972
D7,control,0,0,0,glass,-14.03745486,5.313741651,0.009466774,2.440217683,,NA,1.37505095856169,1.56377079873609,cen_lan_summer,0.44710008326119,NA,0.318490791203939
E1,NP,1,1,0,glass,-18.11935054,12.71236827,0.017844324,4.599670096,redeployed,NA,2.59189203431911,3.74109838020901,cen_lan_summer,1.31937925285744,NA,0.952388124196232
E3,Si,0,0,1,glass,-14.09378794,6.924239721,0.009439036,2.433067848,redeployed,NA,1.3710220608372,2.03772117470382,cen_lan_summer,0.711832112243414,NA,0.315556491506295
E4,NSi,1,0,1,glass,-15.17697118,5.260067057,0.008561941,2.206982127,redeployed,NA,1.24362384159474,1.54797500581955,cen_lan_summer,0.436947628925781,NA,0.218029570452221
E6,NSi,1,0,1,glass,-12.0941523,16.49623271,0.018461175,4.758673534,,NA,2.68148970888711,4.85464456033509,cen_lan_summer,1.57993588800969,NA,0.986372501614015
E7,Si,0,0,1,glass,-13.5784725,14.45542101,0.018805016,4.847304283,,NA,2.73143271078383,4.25405801477385,cen_lan_summer,1.44787335438459,NA,1.00482627402113
E8,P,0,1,0,glass,NA,NA,0.004961887,1.279008503,,NA,0.720715155992377,NA,cen_lan_summer,NA,NA,-0.327511287728837
F3,NP,1,1,0,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
F4,NPSi,1,1,1,glass,-20.16086171,3.508202399,0.01539615,3.96861257,,NA,2.23629414562294,1.03242212887404,cen_lan_summer,0.0319076230321094,NA,0.804820096561734
F5,control,0,0,0,glass,-15.05145047,1.827871368,0.00813815,2.097743029,,NA,1.18206813389548,0.537920745278663,cen_lan_summer,-0.620044043280501,NA,0.167265560212193
F6,control,0,0,0,glass,-11.3143133,3.052480448,0.003049094,0.785954351,,NA,0.442881506538235,0.898308593417776,cen_lan_summer,-0.10724162448106,NA,-0.814453024313713
F7,N,1,0,0,glass,-12.67532075,0,0.012246392,3.156710384,,NA,1.77879115853487,0,cen_lan_summer,-Inf,NA,0.575934009175933
G1,control,0,0,0,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
G3,NSi,1,0,1,glass,-17.26872088,11.31628981,0.018266275,4.708435012,,NA,2.65318054273604,3.33024913839809,cen_lan_summer,1.20304711752951,NA,0.975759125134172
G5,N,1,0,0,glass,-16.30467394,14.43218601,0.020026752,5.162226917,,NA,2.90889010434804,4.2472202313634,cen_lan_summer,1.44626470573506,NA,1.06777160098855
G6,NSi,1,0,1,glass,-15.62417022,1.864157998,0.017606299,4.538315105,,NA,2.55731879121263,0.548599467750589,cen_lan_summer,-0.600386670674897,NA,0.938959362457586
G7,N,1,0,0,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
G8,Si,0,0,1,glass,-14.77734651,5.753134913,0.020825256,5.36805477,,NA,3.0248731121502,1.69307899574783,cen_lan_summer,0.52654876227971,NA,1.1068691442064
H3,NPSi,1,1,1,glass,-19.57284255,11.73112061,0.017291315,4.457122824,,NA,2.51156733035132,3.45232889576346,cen_lan_summer,1.23904904555501,NA,0.920906992668567
H4,PSi,0,1,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
H6,NPSi,1,1,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
H8,PSi,0,1,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
I1,NSi,1,0,1,glass,-17.5747192,15.77921133,0.013563258,3.496154399,,NA,1.97006623266266,4.64363371905671,cen_lan_summer,1.53549718885962,NA,0.678067162825681
I4,PSi,0,1,1,glass,-24.95427477,14.82386317,0.02104351,5.424313338,,NA,3.0565745453439,4.36248614859605,cen_lan_summer,1.47304211241658,NA,1.11729485930878
I5,P,0,1,0,glass,-20.48627037,12.83527257,0.017599228,4.536492597,,NA,2.55629181669726,3.77726765000084,cen_lan_summer,1.32900090433875,NA,0.938557699285351
I7,NPSi,1,1,1,glass,-19.26425207,7.6461922,0.017775252,4.581865603,,NA,2.58185928792238,2.25018317961196,cen_lan_summer,0.811011626063327,NA,0.948509793620433
J2,Si,0,0,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
J3,Si,0,0,1,glass,NA,NA,NA,NA,,NA,NA,NA,cen_lan_summer,NA,NA,NA
J4,NP,1,1,0,glass,-19.12506097,8.507014148,0.017205735,4.435063066,,NA,2.49913676253974,2.50351281315562,cen_lan_summer,0.917694870871677,NA,0.915945377262012
