site.date,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla_mgL,chla_mg,chla_ug_cm2,Notes,chla.nrr,chla.nrr_1,gpp.nrr,cr.nrr,gpp.es,cr.es,chla.es,chla.es_1
aht_summer,E8,P,0,1,0,glass,-14.50749193,1.51893309,1.668828531,0.016688285,4.301681933,,1.44083640775805,1.59301492886081,0.490134152303232,NA,-0.71307614513775,NA,0.365223783687257,0.465628402422486
aht_summer,F3,NP,1,1,0,glass,-18.63463514,0,1.675220665,0.016752207,4.318158717,,1.44635526076478,1.59911667308561,0,NA,-Inf,NA,0.369046778737112,0.469451397472341
aht_summer,F4,NPSi,1,1,1,glass,-17.41944992,1.296992349,1.667999921,0.016679999,4.299546054,,1.44012100102326,1.59222396216773,0.418517609304892,NA,-0.871036312745732,NA,0.364727138546091,0.46513175728132
aht_summer,F5,control,0,0,0,glass,-13.32619444,3.32830169,1.191782743,0.011917827,3.072017406,,1.02896369205622,1.13764096595244,1.07398695714606,NA,0.071377851828631,NA,0.0285521715415645,0.128956790276793
aht_summer,F6,control,0,0,0,glass,-12.0470521,3.454091474,1.600813731,0.016008137,4.12636252,,1.3821136576404,1.52808998866809,1.11457720404709,NA,0.108475143806247,NA,0.32361396338236,0.424018582117589
aht_summer,F7,N,1,0,0,glass,-13.07036597,2.95251263,2.070117294,0.020701173,5.336070182,,1.78730187687675,1.97607345075065,0.952726150083172,NA,-0.0484277722539847,NA,0.58070715133212,0.681111770067349
aht_summer,G1,control,0,0,0,glass,-14.66929389,3.295749157,0.852786893,0.008527869,2.198199457,,0.736280798648153,0.81404543761156,1.06348280243884,NA,0.061549184806993,NA,-0.306143713111091,-0.205739094375863
aht_summer,G3,NSi,1,0,1,glass,-17.8623045,7.744451163,1.688886331,0.016888863,4.353384234,,1.45815394978136,1.61216151817919,2.49900409097729,NA,0.915892288897211,NA,0.377171217711418,0.477575836446647
aht_summer,G5,N,1,0,0,glass,-15.19510928,3.394721176,1.745538938,0.017455389,4.49941571,,1.50706678680107,1.66624044009273,1.09541940777957,NA,0.0911373107379803,NA,0.410165236380386,0.510569855115615
aht_summer,G6,NSi,1,0,1,glass,-16.42884694,2.542008746,1.279365856,0.012793659,3.297777384,,1.10458136923074,1.22124524467289,0.820263453387609,NA,-0.198129705705654,NA,0.0994664118125109,0.19987103054774
aht_summer,G7,N,1,0,0,glass,-13.86097433,3.665547846,1.796384876,0.017963849,4.630479537,,1.55096625138794,1.71477648629432,1.18281061756719,NA,0.167893485593699,NA,0.438878124697793,0.539282743433022
aht_summer,G8,Si,0,0,1,glass,-5.940601005,0,1.683257222,0.016832572,4.338874273,,1.45329387867207,1.60678813519779,0,NA,-Inf,NA,0.373832620621622,0.474237239356851
aht_summer,H3,NPSi,1,1,1,glass,-18.31192022,5.941695403,1.773959619,0.017739596,4.572674724,,1.53160468993098,1.69336999192694,1.91728513834234,NA,0.650910194965139,NA,0.426316002728474,0.526720621463703
aht_summer,H4,PSi,0,1,1,glass,-16.03924557,2.689578203,1.46896717,0.014689672,3.786506174,,1.26827971911326,1.40223311657051,0.867881634325745,NA,-0.141699939604637,NA,0.237661430356489,0.338066049091718
aht_summer,H6,NPSi,1,1,1,glass,-14.87044147,1.173578319,1.671917423,0.016719174,4.309644063,,1.44350330107233,1.59596349459698,0.378693978247927,NA,-0.971026845315343,NA,0.367073006971257,0.467477625706486
aht_summer,H8,PSi,0,1,1,glass,-15.56469353,5.27700212,1.143126219,0.011431262,2.946597156,,0.986954527900266,1.09119487027559,1.70279979929106,NA,0.532273837101913,NA,-0.0131313116329909,0.0872733071022379
aht_summer,I1,NSi,1,0,1,glass,-13.73803951,7.340616882,1.327609374,0.013276094,3.422133042,,1.14623395125513,1.2672970966619,2.36869356295468,NA,0.862338563899193,NA,0.136481743404485,0.236886362139714
aht_summer,I4,PSi,0,1,1,glass,-16.8054616,6.565071993,1.221171203,0.012211712,3.147771028,,1.05433715720245,1.16569433034359,2.11843827571019,NA,0.75067915481399,NA,0.0529122824611431,0.153316901196372
aht_summer,I5,P,0,1,0,glass,-13.15806474,2.710116314,1.266256863,0.012662569,3.263986782,,1.09326330100534,1.20873178266441,0.87450893719456,NA,-0.134092764799189,NA,0.0891670777178735,0.189571696453102
aht_summer,I7,NPSi,1,1,1,glass,NA,NA,1.884905373,0.018849054,4.858655781,sample accidentally tossed after NPP,1.62739325014361,1.79927556566951,NA,NA,NA,NA,0.486979501639773,0.587384120375001
aht_summer,J2,Si,0,0,1,glass,-8.90491647,0.628690368,1.889877033,0.01889877,4.871471057,,1.63168569122221,1.80402136656865,0.202867804124859,NA,-1.59520072327806,NA,0.489613646830992,0.59001826556622
aht_summer,J3,Si,0,0,1,glass,-9.296896073,0.321596192,1.826891479,0.018268915,4.70911536,,1.57730510174859,1.74389719813061,0.10377368034682,NA,-2.2655429016084,NA,0.455717758988145,0.556122377723374
aht_summer,J4,NP,1,1,0,glass,-12.51364834,0,1.361147099,0.013611471,3.508582083,,1.17518981726954,1.29931122858603,0,NA,-Inf,NA,0.161429681161251,0.26183429989648
