id,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla,cr.nrr,gpp.nrr,chla.nrr,site.date,gpp.es,cr.es,chla.es
23,W7,N+P,1,1,0,glass,-2.672948901,2.39193739,0.986041029,NA,0.908294552596264,2.28334383643231,cle_summer,-0.0961865558537679,NA,0.825640963492809
24,W8,P+Si,0,1,1,glass,-2.819102973,2.878343324,0.367859841,NA,1.09299832538302,0.851841329026808,cle_summer,0.0889246770642401,NA,-0.16035500303305
25,X1,Si,0,0,1,glass,-1.887261586,1.77919266,0.282622055,NA,0.675615928683341,0.654458900131715,cle_summer,-0.392130517234448,NA,-0.423946491430179
27,X3,N,1,0,0,glass,-2.880382503,3.110590992,1.008819049,NA,1.18119013699962,2.33609017258212,cle_summer,0.166522520869378,NA,0.848478665497562
33,Y1,C,0,0,0,glass,-3.287246025,3.656732208,0.6113138,NA,1.38857729249749,1.41559991552442,cle_summer,0.328279692400136,NA,0.34755340981442
34,Y2,Si,0,0,1,glass,-2.709015171,2.476415701,0.301100772,NA,0.940373648819528,0.697249477122125,cle_summer,-0.0614779839556052,NA,-0.360612002389306
37,Y5,P+Si,0,1,1,glass,-5.621920714,6.536152923,0.319660142,NA,2.48198473744208,0.74022681969837,cle_summer,0.909058537465395,NA,-0.300798626643561
38,Y6,C,0,0,0,glass,-2.790160763,2.400246984,0.375840102,NA,0.911449969203756,0.870320965503954,cle_summer,-0.0927185747913955,NA,-0.138893209503308
39,Y7,N,1,0,0,glass,-2.673853561,3.472818688,1.66470596,NA,1.3187394911139,3.85490662299625,cle_summer,0.276676349386903,NA,1.34934678441227
42,Z2,N+Si,1,0,1,glass,-13.17272655,12.39043203,1.40581125,NA,4.7050403427003,3.25539238071067,cle_summer,1.5486343474321,NA,1.18031281546465
43,Z3,N+P,1,1,0,glass,-3.347271713,1.715118991,5.121699273,NA,0.651285122717907,11.8601560413004,cle_summer,-0.428807756132088,NA,2.47318455042235
45,Z5,N+P+Si,1,1,1,glass,-4.466868793,5.33778473,2.016281024,NA,2.02692629558774,4.6690378120826,cle_summer,0.706520505480577,NA,1.54095301449587
46,Z6,Si,0,0,1,glass,-4.081230239,3.631936267,0.259106947,NA,1.37916148661939,0.600005712753404,cle_summer,0.321475696102502,NA,-0.510816102555645
48,Z8,N+P,1,1,0,glass,-3.182871364,2.840950569,1.832201817,NA,1.07879910937717,4.24277144957123,cle_summer,0.0758484867150322,NA,1.44521669947862
50,AA2,P,0,1,0,glass,-4.505854111,3.541729582,0.348621633,NA,1.34490714495652,0.807292022893622,cle_summer,0.296324973463574,NA,-0.214069813846856
52,AA4,P+Si,0,1,1,glass,-3.574712798,2.488715174,0.264362896,NA,0.945044149131288,0.612176746615883,cle_summer,-0.0565236339222294,NA,-0.490734236505044
55,AA7,N+P+Si,1,1,1,glass,-4.4699008,3.536400314,1.981167429,NA,1.34288345273365,4.58772637740575,cle_summer,0.294819132489945,NA,1.52338455873665
57,BB1,N+P+Si,1,1,1,glass,-4.290580434,3.845518918,1.827423071,NA,1.46026559881038,4.23170545951193,cle_summer,0.378618336168764,NA,1.44260509371991
58,BB2,Si,0,0,1,glass,-1.041587722,0.527970402,0.288458264,NA,0.200487120638496,0.667973623613146,cle_summer,-1.60700527051572,NA,-0.403506591834131
59,BB3,P,0,1,0,glass,-0.8482628,0.309553161,0.182817268,NA,0.117547161163468,0.423344130522174,cle_summer,-2.14091565432198,NA,-0.859569883352372
60,BB4,N+P,1,1,0,glass,-3.941461546,2.323782137,2.28544791,NA,0.882413839627134,5.29233900548535,cle_summer,-0.125094127091571,NA,1.66626030419441
63,BB7,P,0,1,0,glass,-4.114073083,2.707286899,0.319451786,NA,1.02804277108479,0.739744336338762,cle_summer,0.0276567722810767,NA,-0.301450643913943
64,BB8,P+Si,0,1,1,glass,-3.799801043,2.293234255,0.354861112,NA,0.870813839171456,0.821740585882575,cle_summer,-0.138327057268176,NA,-0.196330522685268
68,CC4,P+Si,0,1,1,glass,-3.407570047,1.916884038,0.331471466,NA,0.727901715552065,0.767577926865641,cle_summer,-0.317589246009397,NA,-0.264515271299521
70,CC6,N+Si,1,0,1,glass,-3.232886139,2.635045901,0.86015813,NA,1.00061057104819,1.9918408126328,cle_summer,0.000610384725524584,NA,0.68905924263222
71,CC7,N,1,0,0,glass,-3.680585957,3.69914402,1.557068778,NA,1.40468240376269,3.60565462550088,cle_summer,0.339811230089207,NA,1.28250334246283
75,DD3,N+Si,1,0,1,glass,-2.805961933,2.753740467,0.687746863,NA,1.04568266539786,1.59259352752218,cle_summer,0.0446699404532147,NA,0.465363836737871
76,DD4,N,1,0,0,glass,-5.293306079,5.43663166,0.141199828,NA,2.06446161253844,0.326971948921917,cle_summer,0.724869472099176,NA,-1.11788089487787
77,DD5,N+P+Si,1,1,1,glass,-6.400634624,3.708528022,4.363148841,NA,1.40824580719197,10.1036049419138,cle_summer,0.342344821470283,NA,2.31289228510662
78,DD6,N+Si,1,0,1,glass,-3.279981452,2.595103654,1.161225896,NA,0.985443232003184,2.68901385881093,cle_summer,-0.014663757292345,NA,0.989174531163715
79,DD7,N+P,1,1,0,glass,-5.343639195,2.595801684,2.181157868,NA,0.985708296151267,5.05083787358675,cle_summer,-0.0143948138388408,NA,1.61955414508654
