id,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla,cr.nrr,gpp.nrr,chla.nrr,site.date
47,Z7,N,1,0,0,glass,-3.405493898,6.305463673,1.086067143,NA,1.08590517326448,1.43011620490112,cle_fall
48,Z8,N+P,1,1,0,glass,-5.722094469,5.990103345,0.266738534,NA,1.03159490690232,0.351237124153538,cle_fall
50,AA2,P+Si,0,1,1,glass,-3.031590753,7.244548753,0.708571215,NA,1.24763116192953,0.933035478910514,cle_fall
52,AA4,Si,0,0,1,glass,-2.531010039,6.653879057,0.878246474,NA,1.14590806719132,1.15646120266127,cle_fall
54,AA6,P+Si,0,1,1,glass,-3.50714243,7.711802762,1.088205307,NA,1.32810003335834,1.43293170577033,cle_fall
55,AA7,N+Si,1,0,1,glass,-1.255550814,4.556593242,0.303267455,NA,0.784720748632213,0.399337835243417,cle_fall
56,AA8,N+P,1,1,0,glass,NA,NA,NA,NA,NA,NA,cle_fall
59,BB3,N+Si,1,0,1,glass,-1.229500185,3.390943075,0.312629526,NA,0.583976503291144,0.411665663715928,cle_fall
60,BB4,N+P+Si,1,1,1,glass,-3.545707577,6.599836772,0.955161901,NA,1.13660109154291,1.25774223235502,cle_fall
61,BB5,P+Si,0,1,1,glass,-3.228247462,6.525413701,1.040758649,NA,1.12378420732943,1.37045468958258,cle_fall
62,BB6,C,0,0,0,glass,-3.919610722,6.366339279,0.875556223,NA,1.09638895985167,1.15291872227675,cle_fall
65,CC1,C,0,0,0,glass,-4.380238625,4.323342228,0.677001712,NA,0.744551064702962,0.891465251773116,cle_fall
67,CC3,N+P+Si,1,1,1,glass,-4.947325061,6.162398242,1.046557893,NA,1.06126693891806,1.37809104325926,cle_fall
68,CC4,P,0,1,0,glass,-5.041578378,4.388446241,0.533370415,NA,0.755763052937816,0.702333809306979,cle_fall
69,CC5,P+Si,0,1,1,glass,-3.960667767,6.210325505,0.713528293,NA,1.0695208066003,0.939562881587642,cle_fall
73,DD1,N+P+Si,1,1,1,glass,-4.709455006,5.12845319,0.429470608,NA,0.883204493542999,0.565520170634182,cle_fall
77,DD5,N+P+Si,1,1,1,glass,-4.522010234,5.688440742,0.689365166,NA,0.979643615424609,0.907745254375082,cle_fall
78,DD6,C,0,0,0,glass,-3.001475123,3.375152279,0.574613123,NA,0.58125706694901,0.756641561295389,cle_fall
80,DD8,P+Si,0,1,1,glass,-5.232188313,7.029531351,0.589196619,NA,1.2106016076759,0.775844880434665,cle_fall
