id,nds.id,nutrient,N,P,Si,top,cr.area,gpp.area,chla,cr.nrr,gpp.nrr,chla.nrr,site.date,gpp.es,cr.es,chla.es
69,I5,N+Si,1,0,1,sponge,-4.502113052,2.499879861,0,0.458516646475942,NA,NA,roza_summer,NA,-0.779758681563125,NA
70,I6,Si,0,0,1,sponge,-9.198841209,2.873633191,0,0.936853822615954,NA,NA,roza_summer,NA,-0.065228014659924,NA
71,I7,N+P+Si,1,1,1,sponge,-12.0900656,3.854761052,0,1.23130989172374,NA,NA,roza_summer,NA,0.208078555345484,NA
72,I8,N+Si,1,0,1,sponge,-0.535987053,0.527439753,0,0.0545874755381605,NA,NA,roza_summer,NA,-2.90795080829219,NA
73,J1,C,0,0,0,sponge,-12.5050069,6.808667276,0,1.27356949097477,NA,NA,roza_summer,NA,0.241823580870344,NA
75,J3,N+P,1,1,0,sponge,-14.16477208,4.891042033,0,1.44260788594201,NA,NA,roza_summer,NA,0.366452507551082,NA
78,J6,N,1,0,0,sponge,-12.48655092,4.174842508,0,1.27168984602599,NA,NA,roza_summer,NA,0.240346603445566,NA
79,J7,P,0,1,0,sponge,-7.372335815,3.32632184,0,0.750833809712222,NA,NA,roza_summer,NA,-0.286570943701066,NA
2,A2,N+Si,1,0,1,glass,-3.620641796,3.680743034,4.215328068,NA,0.906737481542502,2.34076307268573,roza_summer,-0.0979023067677468,NA,0.850476975649089
3,A3,N+P,1,1,0,glass,NA,NA,NA,NA,NA,NA,roza_summer,NA,NA,NA
6,A6,Si,0,0,1,glass,-2.940610044,3.36421386,2.077172518,NA,0.8287616860533,1.15344965974118,roza_summer,-0.187822636763018,NA,0.142757156362652
11,B3,P,0,1,0,glass,-3.264264254,3.970509329,1.550634385,NA,0.978120340421045,0.861064109149367,roza_summer,-0.0221225690517568,NA,-0.149586318383982
13,B5,N+P+Si,1,1,1,glass,-5.675240832,4.987694514,0.474874195,NA,1.22870016204661,0.263696671266385,roza_summer,0.205956831775978,NA,-1.33295580888655
14,B6,C,0,0,0,glass,-3.595880282,5.51683857,2.14475157,NA,1.35905285015296,1.19097616938809,roza_summer,0.306788023414288,NA,0.174773281262898
15,B7,P,0,1,0,glass,-4.346090687,3.574762369,2.083342546,NA,0.880629535297239,1.15687586369656,roza_summer,-0.127118246253325,NA,0.145723150922602
18,C2,C,0,0,0,glass,-4.450738363,3.659089222,1.686195758,NA,0.901403144758514,0.936341062895823,roza_summer,-0.103802679982491,NA,-0.0657754854403578
19,C3,N+Si,1,0,1,glass,-2.886797344,3.603432565,3.52894052,NA,0.887692332421688,1.9596134681967,roza_summer,-0.11913006852353,NA,0.672747243690231
20,C4,C,0,0,0,glass,-2.619576515,3.454423535,1.796404904,NA,0.850984507033926,0.997539976733016,roza_summer,-0.161361356175044,NA,-0.00246305409584819
21,C5,N+Si,1,0,1,glass,-2.686376171,4.394540209,2.007507666,NA,1.08257878500027,1.11476490961137,roza_summer,0.0793459588468383,NA,0.108643539283618
22,C6,P+Si,0,1,1,glass,-4.414206376,3.650338566,1.549095239,NA,0.89924745290228,0.86020942451696,roza_summer,-0.106197028879384,NA,-0.15057940249982
24,C8,N+P,1,1,0,glass,-3.302679787,1.007620156,1.747087252,NA,0.248223511982038,0.970153985234627,roza_summer,-1.39342568071419,NA,-0.0303004724192215
25,D1,C,0,0,0,glass,-3.031265696,3.462139851,1.84701526,NA,0.852885393043081,1.0256438041242,roza_summer,-0.159130098028279,NA,0.0253205170017135
28,D4,N,1,0,0,glass,-4.156023255,3.855381801,2.297868619,NA,0.949759098185265,1.27600175418625,roza_summer,-0.0515469074022282,NA,0.24373155967577
29,D5,N,1,0,0,glass,-4.296236934,3.09730209,1.66198837,NA,0.763008955181229,0.922898749746645,roza_summer,-0.270485510962847,NA,-0.0802357474123088
32,D8,N+P+Si,1,1,1,glass,-4.091955581,3.173303568,1.37574973,NA,0.781731639193304,0.763951017167036,roza_summer,-0.246243769721023,NA,-0.269251605526696
33,E1,N+P+Si,1,1,1,glass,-6.003482896,4.860960876,1.81695822,NA,1.19747979738508,1.00895319115855,roza_summer,0.180219179500984,NA,0.00891334897578343
34,E2,N,1,0,0,glass,-3.91383599,3.599741945,1.757168996,NA,0.886783161785971,0.975752357101012,roza_summer,-0.120154789031917,NA,-0.0245464572430477
39,E7,P+Si,0,1,1,glass,-9.451372825,6.059973204,2.150520568,NA,1.49285206558921,1.19417968220298,roza_summer,0.400688428309005,NA,0.177459491255471
40,E8,N+P+Si,1,1,1,glass,-9.416332603,5.260795145,2.229639856,NA,1.29597749601781,1.2381144613471,roza_summer,0.259265233595537,NA,0.21358962665018
41,F1,N+P,1,1,0,glass,-5.028826236,4.229171922,1.112618447,NA,1.0418409169404,0.617834752767466,roza_summer,0.0409892607932545,NA,-0.481534247623524
46,F6,P,0,1,0,glass,-4.728562446,4.410072381,1.992553079,NA,1.08640507833074,1.10646065797255,roza_summer,0.0828741522689702,NA,0.101166324497331
50,G2,C,0,0,0,glass,-4.957324724,3.525316972,1.744064969,NA,0.868448843970649,0.9684757176532,roza_summer,-0.141046596623943,NA,-0.0320318685679313
51,G3,Si,0,0,1,glass,-4.532475739,4.594152996,1.952228342,NA,1.13175265943164,1.08406841381914,roza_summer,0.123767457171364,NA,0.0807210134052371
53,G5,P+Si,0,1,1,glass,-5.511988676,1.996665547,1.85782289,NA,0.491871199061125,1.03164525900485,roza_summer,-0.709538387289119,NA,0.0311548666924275
54,G6,Si,0,0,1,glass,-5.762210851,2.020655556,2.114056019,NA,0.497781049366323,1.17393099256734,roza_summer,-0.697594958543221,NA,0.160357939923058
55,G7,N+P,1,1,0,glass,-3.324430742,1.491202057,1.983087441,NA,0.367352131117333,1.1012044085105,roza_summer,-1.00143440560606,NA,0.0964044976478045
56,G8,N+Si,1,0,1,glass,-1.214403343,1.041435459,1.547240198,NA,0.256553787254337,0.859179324035794,roza_summer,-1.36041693945663,NA,-0.151777619721234
57,H1,N+P+Si,1,1,1,glass,-5.536810641,3.192596426,2.239136859,NA,0.786484363660371,1.24338812772964,roza_summer,-0.240182437596409,NA,0.217840014576565
58,H2,N+P,1,1,0,glass,-3.687504375,2.573431507,1.864425312,NA,0.633955367713753,1.03531157046592,roza_summer,-0.455776724950795,NA,0.034702415682201
59,H3,C,0,0,0,glass,-4.517386965,4.738148325,1.586576923,NA,1.16722537805537,0.881022927142131,roza_summer,0.15462946066945,NA,-0.126671629386697
60,H4,Si,0,0,1,glass,-3.894975022,2.628358847,1.734507476,NA,0.647486515495429,0.963168461297121,roza_summer,-0.434657311114982,NA,-0.0375269486335991
64,H8,P+Si,0,1,1,glass,-5.754573894,4.656411799,1.719622341,NA,1.14708988610424,0.954902776212146,roza_summer,0.137228201340267,NA,-0.0461457486973486
65,I1,N,1,0,0,glass,-2.963918474,3.132729958,0.862808509,NA,0.771736479898387,0.479115804057562,roza_summer,-0.259112134511488,NA,-0.735812948666628
66,I2,N+Si,1,0,1,glass,-1.861250403,0.774769785,0.87946131,NA,0.190861681224913,0.488363070464535,roza_summer,-1.65620629535053,NA,-0.716696152903896
74,J2,N,1,0,0,glass,-4.032440237,5.138417293,1.936480658,NA,1.26583016318473,1.07532375703493,roza_summer,0.235728162420015,NA,0.0726217855720651
76,J4,P+Si,0,1,1,glass,-4.815228263,3.899202016,1.318422692,NA,0.960554046657006,0.732117429969986,roza_summer,-0.0402450290624586,NA,-0.311814354431027
77,J5,P,0,1,0,glass,-2.911410471,2.502001223,1.183470705,NA,0.616358780497058,0.657178867025574,roza_summer,-0.483926049126711,NA,-0.419799049413987
80,J8,P,0,1,0,glass,-2.494548151,2.036735966,0.658005717,NA,0.501742399107635,0.365389231661979,roza_summer,-0.689668440184489,NA,-1.00679210547254
